datetime,battery_voltage,battery_current,battery_state_of_charge,battery_temperature_1,battery_temperature_2
12/23/2022 4:35,46.54999924,-44,,26.79999924,
12/23/2022 4:40,,,0.720000029,,14.60000038
12/23/2022 4:45,46.52999878,-44,,26.70000076,
12/23/2022 4:50,,,0.720000029,,14.69999981
12/23/2022 4:55,46.49000168,-44,,26.70000076,
12/23/2022 5:00,,,0.720000029,,14.69999981
12/23/2022 5:05,46.47000122,-44,,26.60000038,
12/23/2022 5:10,,,0.709999979,,14.69999981
12/23/2022 5:15,46.41999817,-44,,26.60000038,
12/23/2022 5:20,,,0.709999979,,14.60000038
12/23/2022 5:25,46.38000107,-44,,26.5,
12/23/2022 5:30,,,0.709999979,,14.5
12/23/2022 5:35,46.34000015,-44,,26.5,
12/23/2022 5:40,,,0.709999979,,14.5
12/23/2022 5:45,46.31000137,-44,,26.29999924,
12/23/2022 5:50,,,0.699999988,,14.39999962
12/23/2022 5:55,46.27000046,-44,,26.29999924,
12/23/2022 6:00,,,0.699999988,,14.30000019
12/23/2022 6:05,46.22999954,-45.40000153,,26.20000076,
12/23/2022 6:10,,,0.699999988,,14.30000019
12/23/2022 6:15,46.20999908,-45.40000153,,26.20000076,
12/23/2022 6:20,,,0.699999988,,14.10000038
12/23/2022 6:25,46.13999939,-44,,26.10000038,
12/23/2022 6:30,,,0.689999998,,14
12/23/2022 6:35,46.09999847,-46.79999924,,26,
12/23/2022 6:40,,,0.689999998,,13.89999962
12/23/2022 6:45,46.08000183,-44,,26,
12/23/2022 6:50,,,0.689999998,,13.80000019
12/23/2022 6:55,46.02999878,-45.40000153,,26,
12/23/2022 7:00,,,0.689999998,,13.80000019
12/23/2022 7:05,45.99000168,-45.40000153,,25.89999962,
12/23/2022 7:10,,,0.680000007,,13.89999962
12/23/2022 7:15,45.99000168,-44,,25.70000076,
12/23/2022 7:20,,,0.680000007,,14.80000019
12/23/2022 7:25,45.99000168,-39.59999847,,25.70000076,
12/23/2022 7:30,,,0.680000007,,14.69999981
